ano,mes,sigla_uf,tipo_consumo,numero_consumidores,consumo
2004,5,RJ,Total,,2530944.98
2004,5,SP,Total,,8096487.86
2004,5,PR,Total,,1656608.65
2004,5,SC,Total,,1223449.92
2004,5,RS,Total,,1842967.59
2004,5,MS,Total,,267345.28
2004,5,MT,Total,,328933.88
2004,5,GO,Total,,654000
2004,5,DF,Total,,315509
2004,6,RO,Total,,107816.5
2004,6,AC,Total,,32048.6
2004,6,AM,Total,,285251
2004,6,RR,Total,,29531.8
2004,6,PA,Total,,1067141.38
2004,6,AP,Total,,41854
2004,6,TO,Total,,77738.63
2004,6,MA,Total,,730462
2004,6,PI,Total,,122482
2004,6,CE,Total,,511009
2004,6,RN,Total,,263985.24
2004,6,PB,Total,,236512.27
2004,6,PE,Total,,642487.26
2004,6,AL,Total,,284384
2004,6,SE,Total,,193240.77
2004,6,BA,Total,,1424739.2
2004,6,MG,Total,,3769021.14
2004,6,ES,Total,,571593.44
2004,6,RJ,Total,,2366320.42
2004,6,SP,Total,,8191582.41
2004,6,PR,Total,,1621652
2004,6,SC,Total,,1160112.93
2004,6,RS,Total,,1774798.63
2004,6,MS,Total,,251956.73
2004,6,MT,Total,,328386.13
2004,6,GO,Total,,687091
2004,6,DF,Total,,309763
2004,7,RO,Total,,108589
2004,7,AC,Total,,33659.7
2004,7,AM,Total,,295884
2004,7,RR,Total,,28212.49
2004,7,PA,Total,,1083198.64
2004,7,AP,Total,,40924
2004,7,TO,Total,,74534.74
2004,7,MA,Total,,741749.91
2004,7,PI,Total,,120148.2
2004,7,CE,Total,,495416
2004,7,RN,Total,,249242.91
2004,7,PB,Total,,235539.26
2004,7,PE,Total,,619249.73
2004,7,AL,Total,,282241
2004,7,SE,Total,,197780.39
2004,7,BA,Total,,1434806.72
2004,7,MG,Total,,3739868.62
2004,7,ES,Total,,585851.57
2004,7,RJ,Total,,2466119.02
2004,7,SP,Total,,8302446.25
2004,7,PR,Total,,1621327.49
2004,7,SC,Total,,1195777.68
2004,7,RS,Total,,1781687.72
2004,7,MS,Total,,251231.95
2004,7,MT,Total,,353610.68
2004,7,GO,Total,,688157
2004,7,DF,Total,,318750
2004,8,RO,Total,,110858
2004,8,AC,Total,,34837.46
2004,8,AM,Total,,296649.53
2004,8,RR,Total,,28722.61
2004,8,PA,Total,,1138723.5
2004,8,AP,Total,,41429
2004,8,TO,Total,,78675.79
2004,8,MA,Total,,757367.1
2004,8,PI,Total,,123974
2004,8,CE,Total,,531184.82
2004,8,RN,Total,,262303.05
2004,8,PB,Total,,233748.43
2004,8,PE,Total,,634549.38
2004,8,AL,Total,,281415
2004,8,SE,Total,,193385.83
2004,8,BA,Total,,1420586.98
2004,8,MG,Total,,3803148.93
2004,8,ES,Total,,589390.09
2004,8,RJ,Total,,2407957.82
2004,8,SP,Total,,8389078.03
2004,8,PR,Total,,1658482.09
2004,8,SC,Total,,1212734.2
2004,8,RS,Total,,1781966.15
2004,8,MS,Total,,270452.77
2004,8,MT,Total,,344131.23
2004,8,GO,Total,,716152
2004,8,DF,Total,,314954
2004,9,RO,Total,,116058
2004,9,AC,Total,,36879.8
2004,9,AM,Total,,308616.48
2004,9,RR,Total,,29796.91
2004,9,PA,Total,,1069492.02
2004,9,AP,Total,,44138
2004,9,TO,Total,,82175.33
2004,9,MA,Total,,745555.45
2004,9,PI,Total,,135732
2004,9,CE,Total,,564012.76
2004,9,RN,Total,,265269.31
2004,9,PB,Total,,245145.6
2004,9,PE,Total,,681675.94
2004,9,AL,Total,,279917
2004,9,SE,Total,,195500.37
2004,9,BA,Total,,1457221.91
2004,9,MG,Total,,3895351.63
2004,9,ES,Total,,598050.52
2004,9,RJ,Total,,2494812.2
2004,9,SP,Total,,8605471.39
2004,9,PR,Total,,1696237.39
2004,9,SC,Total,,1190300.78
2004,9,RS,Total,,1767873.41
2004,9,MS,Total,,270627.76
2004,9,MT,Total,,364076.28
2004,9,GO,Total,,750537
2004,9,DF,Total,,341926
2004,10,RO,Total,,120268
2004,10,AC,Total,,36948.04
2004,10,AM,Total,,319945.58
2004,10,RR,Total,,31634.27
2004,10,PA,Total,,1090780.43
2004,10,AP,Total,,46695
2004,10,TO,Total,,77895.43
2004,10,MA,Total,,786961.35
2004,10,PI,Total,,135439
2004,10,CE,Total,,553697.64
2004,10,RN,Total,,276664.49
2004,10,PB,Total,,253093.51
2004,10,PE,Total,,687210.59
2004,10,AL,Total,,290729
2004,10,SE,Total,,200142.81
2004,10,BA,Total,,1473942.6
2004,10,MG,Total,,3885073.22
2004,10,ES,Total,,609691.62
2004,10,RJ,Total,,2567499.56
2004,10,SP,Total,,8777612.76
2004,10,PR,Total,,1669722.79
2004,10,SC,Total,,1192551.25
2004,10,RS,Total,,1728423.46
2004,10,MS,Total,,278831.72
2004,10,MT,Total,,362464.59
2004,10,GO,Total,,746582.59
2004,10,DF,Total,,355619.64
2004,11,RO,Total,,119959
2004,11,AC,Total,,38066.13
2004,11,AM,Total,,310684.18
2004,11,RR,Total,,33054.71
2004,11,PA,Total,,1097026.84
2004,11,AP,Total,,46641
2004,11,TO,Total,,74206.6
2004,11,MA,Total,,745748.48
2004,11,PI,Total,,138289
2004,11,CE,Total,,575825.51
2004,11,RN,Total,,293826.36
2004,11,PB,Total,,253953.47
2004,11,PE,Total,,705356.9
2004,11,AL,Total,,289596
2004,11,SE,Total,,210695.1
2004,11,BA,Total,,1495174.01
2004,11,MG,Total,,4019478.06
2004,11,ES,Total,,604979.17
2004,11,RJ,Total,,2572550.23
2004,11,SP,Total,,8607786.72
2004,11,PR,Total,,1684955.57
2004,11,SC,Total,,1222754.73
2004,11,RS,Total,,1621708.93
2004,11,MS,Total,,272868.24
2004,11,MT,Total,,346869.63
2004,11,GO,Total,,649537.37
2004,11,DF,Total,,335532.11
2004,12,RO,Total,,116378
2004,12,AC,Total,,36879.95
2004,12,AM,Total,,321545.42
2004,12,RR,Total,,34181.8
2004,12,PA,Total,,1110612.54
2004,12,AP,Total,,46518
2004,12,TO,Total,,74505.15
2004,12,MA,Total,,757937.77
2004,12,PI,Total,,132442
2004,12,CE,Total,,575617.59
2004,12,RN,Total,,300457.75
2004,12,PB,Total,,258616.45
2004,12,PE,Total,,730310.7
2004,12,AL,Total,,296464
2004,12,SE,Total,,214853.76
2004,12,BA,Total,,1503809.7
2004,12,MG,Total,,3914811.72
2004,12,ES,Total,,614381.18
2004,12,RJ,Total,,2677810.94
2004,12,SP,Total,,8543644.11
2004,12,PR,Total,,1683515.15
2004,12,SC,Total,,1221422.93
2004,12,RS,Total,,1760276.28
2004,12,MS,Total,,286730.51
2004,12,MT,Total,,344088.28
2004,12,GO,Total,,658675.73
2004,12,DF,Total,,345619.02
2005,1,RO,Total,,116926
2005,1,AC,Total,,36639
2005,1,AM,Total,,299782.72
2005,1,RR,Total,,32339.61
2005,1,PA,Total,,1083695.22
2005,1,AP,Total,,46518
2005,1,TO,Total,,71638.03
2005,1,MA,Total,,756950.33
2005,1,PI,Total,,136669
2005,1,CE,Total,,563304.02
2005,1,RN,Total,,286725.74
2005,1,PB,Total,,261435.67
2005,1,PE,Total,,728644.46
2005,1,AL,Total,,309966.34
2005,1,SE,Total,,210817.91
2005,1,BA,Total,,1520662.46
2005,1,MG,Total,,3824588.18
2005,1,ES,Total,,631196.92
2005,1,RJ,Total,,2757857.94
2005,1,SP,Total,,8304845.29
2005,1,PR,Total,,1636130.75
2005,1,SC,Total,,1214278.92
2005,1,RS,Total,,1959006.52
2005,1,MS,Total,,284291.181
2005,1,MT,Total,,311955.86
2005,1,GO,Total,,651985.92
2005,1,DF,Total,,336585.45
2005,2,RO,Total,,109653
2005,2,AC,Total,,35531.83
2005,2,AM,Total,,289645.34
2005,2,RR,Total,,31152.73
2005,2,PA,Total,,1035911.59
2005,2,AP,Total,,46420
2005,2,TO,Total,,70809.88
2005,2,MA,Total,,698107.21
2005,2,PI,Total,,125819
2005,2,CE,Total,,544337.13
2005,2,RN,Total,,281224.36
2005,2,PB,Total,,246418.34
2005,2,PE,Total,,687891.56
2005,2,AL,Total,,299491.17
2005,2,SE,Total,,200082.32
2005,2,BA,Total,,1442667.02
2005,2,MG,Total,,3749508.55
2005,2,ES,Total,,598997.15
2005,2,RJ,Total,,2588172.18
2005,2,SP,Total,,8220376.98
2005,2,PR,Total,,1673422.71
2005,2,SC,Total,,1294827.79
2005,2,RS,Total,,1998335.36
2005,2,MS,Total,,267508.95
2005,2,MT,Total,,332028.4
2005,2,GO,Total,,646489.61
2005,2,DF,Total,,323650.81
2005,3,RO,Total,,116662
2005,3,AC,Total,,37499.67
2005,3,AM,Total,,289247.04
2005,3,RR,Total,,30294.34
2005,3,PA,Total,,1076644
2005,3,AP,Total,,46502
2005,3,TO,Total,,72748.48
2005,3,MA,Total,,755229.71
2005,3,PI,Total,,120198
2005,3,CE,Total,,559221.14
2005,3,RN,Total,,284825.7
2005,3,PB,Total,,260803.84
2005,3,PE,Total,,752498
2005,3,AL,Total,,305007.01
2005,3,SE,Total,,215087.18
2005,3,BA,Total,,1439330.91
2005,3,MG,Total,,3686301.9
2005,3,ES,Total,,638275.45
2005,3,RJ,Total,,2658663.97
2005,3,SP,Total,,8533406.55
2005,3,PR,Total,,1723700.08
2005,3,SC,Total,,1321788.7
2005,3,RS,Total,,2024384.43
2005,3,MS,Total,,300899.289
2005,3,MT,Total,,370910.33
2005,3,GO,Total,,650791.23
2005,3,DF,Total,,327710.56
2005,4,RO,Total,,115809
2005,4,AC,Total,,34285.9
2005,4,AM,Total,,296436.19
2005,4,RR,Total,,32622.68
2005,4,PA,Total,,1051344.77
2005,4,AP,Total,,46488
2005,4,TO,Total,,74899.97
2005,4,MA,Total,,723070.79
2005,4,PI,Total,,122269
2005,4,CE,Total,,550633.39
2005,4,RN,Total,,289515.51
2005,4,PB,Total,,262054.23
2005,4,PE,Total,,724658.1
2005,4,AL,Total,,309318.63
2005,4,SE,Total,,215037.36
2005,4,BA,Total,,1478858.47
2005,4,MG,Total,,3952141.13
2005,4,ES,Total,,634949.14
2005,4,RJ,Total,,2854588.52
2005,4,SP,Total,,8862728.81
2005,4,PR,Total,,1791900.96
2005,4,SC,Total,,1325591.97
2005,4,RS,Total,,1879515.21
2005,4,MS,Total,,307086.05
2005,4,MT,Total,,376985.07
2005,4,GO,Total,,706733.06
2005,4,DF,Total,,335980
2005,5,RO,Total,,117752
2005,5,AC,Total,,34663.76
2005,5,AM,Total,,297431.24
2005,5,RR,Total,,30139.31
2005,5,PA,Total,,1088058.32
2005,5,AP,Total,,44046.26
2005,5,TO,Total,,77317.69
2005,5,MA,Total,,761257.91
2005,5,PI,Total,,127469
2005,5,CE,Total,,559737.61
2005,5,RN,Total,,294997.67
2005,5,PB,Total,,256928.2
2005,5,PE,Total,,708030.11
2005,5,AL,Total,,302801
2005,5,SE,Total,,207359.35
2005,5,BA,Total,,1520019.83
2005,5,MG,Total,,3770817.36
2005,5,ES,Total,,629676.33
2005,5,RJ,Total,,2668163.24
2005,5,SP,Total,,8513306.5
2005,5,PR,Total,,1712425.68
2005,5,SC,Total,,1263147.57
2005,5,RS,Total,,1824247.33
2005,5,MS,Total,,290130.14
2005,5,MT,Total,,366865.72
2005,5,GO,Total,,692305.12
2005,5,DF,Total,,323056.36
2005,6,RO,Total,,119882
2005,6,AC,Total,,38933.6
2005,6,AM,Total,,310960.75
2005,6,RR,Total,,29714.09
2005,6,PA,Total,,1070248.97
2005,6,AP,Total,,44513
2005,6,TO,Total,,78035.55
2005,6,MA,Total,,762777
2005,6,PI,Total,,130358
2005,6,CE,Total,,546498.7
2005,6,RN,Total,,275820.23
2005,6,PB,Total,,245076.92
2005,6,PE,Total,,667440.02
2005,6,AL,Total,,289531.8
2005,6,SE,Total,,210641.01
2005,6,BA,Total,,1447071.15
2005,6,MG,Total,,3717822.1
2005,6,ES,Total,,628663.9
2005,6,RJ,Total,,2640653.24
2005,6,SP,Total,,8646727.75
2005,6,PR,Total,,1698767.05
2005,6,SC,Total,,1253765.33
2005,6,RS,Total,,1807791.41
2005,6,MS,Total,,269369.27
2005,6,MT,Total,,369295.54
2005,6,GO,Total,,687207.52
2005,6,DF,Total,,338616.02
2005,7,RO,Total,,123359
2005,7,AC,Total,,37976.61
2005,7,AM,Total,,317580.81
2005,7,RR,Total,,29958.3
2005,7,PA,Total,,1086133.84
2005,7,AP,Total,,44573
2005,7,TO,Total,,79336.22
2005,7,MA,Total,,769694.34
2005,7,PI,Total,,132847
2005,7,CE,Total,,549962.27
2005,7,RN,Total,,292472.34
2005,7,PB,Total,,247285.54
2005,7,PE,Total,,646352.4
2005,7,AL,Total,,290315.09
2005,7,SE,Total,,200148.48
2005,7,BA,Total,,1514701.02
2005,7,MG,Total,,3711710
2005,7,ES,Total,,622957.49
2005,7,RJ,Total,,2544681.6
2005,7,SP,Total,,8629769.35
2005,7,PR,Total,,1666263.51
2005,7,SC,Total,,1254671.22
2005,7,RS,Total,,1803627.33
2005,7,MS,Total,,260204.37
2005,7,MT,Total,,371866.73
2005,7,GO,Total,,751589.77
2005,7,DF,Total,,342279.49
2005,8,RO,Total,,115911
2005,8,AC,Total,,36379.86
2005,8,AM,Total,,322775.98
2005,8,RR,Total,,29800.85
2005,8,PA,Total,,1093866.17
2005,8,AP,Total,,43866
2005,8,TO,Total,,82857.45
2005,8,MA,Total,,786400.85
2005,8,PI,Total,,131931
2005,8,CE,Total,,582136.03
2005,8,RN,Total,,292479.19
2005,8,PB,Total,,254729.33
2005,8,PE,Total,,682357.89
2005,8,AL,Total,,308549.37
2005,8,SE,Total,,199759.59
2005,8,BA,Total,,1501307.31
2005,8,MG,Total,,3919031.48
2005,8,ES,Total,,636703.58
2005,8,RJ,Total,,2593486.44
2005,8,SP,Total,,8689295.13
2005,8,PR,Total,,1696737.65
2005,8,SC,Total,,1256271.55
2005,8,RS,Total,,1790649.79
2005,8,MS,Total,,260890.629
2005,8,MT,Total,,362958.1
2005,8,GO,Total,,752015.59
2005,8,DF,Total,,341207
2005,9,RO,Total,,122495
2005,9,AC,Total,,39859.92
2005,9,AM,Total,,338804.21
2005,9,RR,Total,,32703.07
2005,9,PA,Total,,1080809.62
2005,9,AP,Total,,51104.5
2005,9,TO,Total,,86384.48
2005,9,MA,Total,,769461.86
2005,9,PI,Total,,143183
2005,9,CE,Total,,578428.83
2005,9,RN,Total,,295852.36
2005,9,PB,Total,,258094.17
2005,9,PE,Total,,696510.6
2005,9,AL,Total,,307224.06
2005,9,SE,Total,,209592.59
2005,9,BA,Total,,1505433.38
2005,9,MG,Total,,4037669.62
2005,9,ES,Total,,645068.81
2005,9,RJ,Total,,2780127.96
2005,9,SP,Total,,8929122.44
2005,9,PR,Total,,1702889.06
2005,9,SC,Total,,1220737.63
2005,9,RS,Total,,1730504.55
2005,9,MS,Total,,273153.96
2005,9,MT,Total,,381699.58
2005,9,GO,Total,,764605.82
2005,9,DF,Total,,353607
2005,10,RO,Total,,124693
2005,10,AC,Total,,41717.17
2005,10,AM,Total,,332436.19
2005,10,RR,Total,,32953.53
2005,10,PA,Total,,1131542.87
2005,10,AP,Total,,50480.52
2005,10,TO,Total,,82355.13
2005,10,MA,Total,,792654.91
2005,10,PI,Total,,148761
2005,10,CE,Total,,595935.95
2005,10,RN,Total,,302204.79
2005,10,PB,Total,,266631.89
2005,10,PE,Total,,724671.8
2005,10,AL,Total,,275948
2005,10,SE,Total,,222470.45
2005,10,BA,Total,,1520260.39
2005,10,MG,Total,,3843654.16
2005,10,ES,Total,,652504.3
2005,10,RJ,Total,,2637308.45
2005,10,SP,Total,,8941381.64
2005,10,PR,Total,,1702747.94
2005,10,SC,Total,,1244189.35
2005,10,RS,Total,,1721825.06
2005,10,MS,Total,,270465.99
2005,10,MT,Total,,364609.75
2005,10,GO,Total,,752864.82
2005,10,DF,Total,,368043
2005,11,RO,Total,,127387
2005,11,AC,Total,,42666.85
2005,11,AM,Total,,334370.91
2005,11,RR,Total,,36234.55
2005,11,PA,Total,,1118779.81
2005,11,AP,Total,,48561.8
2005,11,TO,Total,,79685.82
2005,11,MA,Total,,785051.38
2005,11,PI,Total,,149440
2005,11,CE,Total,,598470.52
2005,11,RN,Total,,311057.05
2005,11,PB,Total,,273756.01
2005,11,PE,Total,,735154.11
2005,11,AL,Total,,327416
2005,11,SE,Total,,226572.43
2005,11,BA,Total,,1512473.64
2005,11,MG,Total,,3891791.34
2005,11,ES,Total,,641410.78
2005,11,RJ,Total,,2714012.28
2005,11,SP,Total,,8842228.52
2005,11,PR,Total,,1735832.7
2005,11,SC,Total,,1246288.09
2005,11,RS,Total,,1766221.64
2005,11,MS,Total,,278946.41
2005,11,MT,Total,,359360.43
2005,11,GO,Total,,742612.37
2005,11,DF,Total,,361834.78
2005,12,RO,Total,,128797
2005,12,AC,Total,,41224.35
2005,12,AM,Total,,315160.26
2005,12,RR,Total,,31643.83
2005,12,PA,Total,,1130731.7
2005,12,AP,Total,,50835.42
2005,12,TO,Total,,75875.86
2005,12,MA,Total,,859749.86
2005,12,PI,Total,,144734
2005,12,CE,Total,,595021.39
2005,12,RN,Total,,328161.22
2005,12,PB,Total,,267609.31
2005,12,PE,Total,,743785.01
2005,12,AL,Total,,314279
2005,12,SE,Total,,225130.43
2005,12,BA,Total,,1526993.68
2005,12,MG,Total,,3887556.06
2005,12,ES,Total,,645852.51
2005,12,RJ,Total,,2789956.28
2005,12,SP,Total,,8793529.42
2005,12,PR,Total,,1734920.96
2005,12,SC,Total,,1275985.03
2005,12,RS,Total,,1937836.89
2005,12,MS,Total,,283976.42
2005,12,MT,Total,,352507.85
2005,12,GO,Total,,672949.33
2005,12,DF,Total,,350343
2006,1,RO,Total,,122877
2006,1,AC,Total,,39805.14
2006,1,AM,Total,,298209.95
2006,1,RR,Total,,30879.22
2006,1,PA,Total,,1115851.17
2006,1,AP,Total,,46759.86
2006,1,TO,Total,,73549.52
2006,1,MA,Total,,815423.59
2006,1,PI,Total,,135330
2006,1,CE,Total,,595421.01
2006,1,RN,Total,,292111.17
2006,1,PB,Total,,269455.44
2006,1,PE,Total,,736715.33
2006,1,AL,Total,,306138.52
2006,1,SE,Total,,219440.4
2006,1,BA,Total,,1543146.41
2006,1,MG,Total,,3708988.21
2006,1,ES,Total,,657079.75
2006,1,RJ,Total,,2688250.37
2006,1,SP,Total,,8641301.88
2006,1,PR,Total,,1750081.32
2006,1,SC,Total,,1238641.65
2006,1,RS,Total,,1938876.8
2006,1,MS,Total,,279925.76
2006,1,MT,Total,,322865.04
2006,1,GO,Total,,678989.95
2006,1,DF,Total,,334796.16
2006,2,RO,Total,,116242
2006,2,AC,Total,,39150.57
2006,2,AM,Total,,304794.69
2006,2,RR,Total,,31221.04
2006,2,PA,Total,,1033671.9
2006,2,AP,Total,,46371.39
2006,2,TO,Total,,74900.31
2006,2,MA,Total,,756882.89
2006,2,PI,Total,,130490
2006,2,CE,Total,,567170.59
2006,2,RN,Total,,298099.11
2006,2,PB,Total,,265295.62
2006,2,PE,Total,,695496.39
2006,2,AL,Total,,304670.45
2006,2,SE,Total,,215680.88
2006,2,BA,Total,,1470255.15
2006,2,MG,Total,,3696699.7
2006,2,ES,Total,,669631.94
2006,2,RJ,Total,,2868408.51
2006,2,SP,Total,,8944077.47
2006,2,PR,Total,,1774675.76
2006,2,SC,Total,,1360618.68
2006,2,RS,Total,,2051927.89
2006,2,MS,Total,,282430.6
2006,2,MT,Total,,352411.09
2006,2,GO,Total,,684590.71
2006,2,DF,Total,,347621.17
2006,3,RO,Total,,120809
2006,3,AC,Total,,39284.59
2006,3,AM,Total,,302554.01
2006,3,RR,Total,,31184.04
2006,3,PA,Total,,1126979.05
2006,3,AP,Total,,45138
2006,3,TO,Total,,75111.26
2006,3,MA,Total,,815146.96
2006,3,PI,Total,,125245
2006,3,CE,Total,,561689.25
2006,3,RN,Total,,317714.59
2006,3,PB,Total,,270569.92
2006,3,PE,Total,,769090.59
2006,3,AL,Total,,326531.43
2006,3,SE,Total,,226488.55
2006,3,BA,Total,,1563545.59
2006,3,MG,Total,,3621786.53
2006,3,ES,Total,,700442.11
2006,3,RJ,Total,,2769129.76
2006,3,SP,Total,,9181858.35
2006,3,PR,Total,,1765044.25
2006,3,SC,Total,,1419444.3
2006,3,RS,Total,,2027020.84
2006,3,MS,Total,,290346.64
2006,3,MT,Total,,372387.52
2006,3,GO,Total,,685898.83
2006,3,DF,Total,,347386.77
2006,4,RO,Total,,121517
2006,4,AC,Total,,41205.67
2006,4,AM,Total,,315254.42
2006,4,RR,Total,,30199.04
2006,4,PA,Total,,1101862.77
2006,4,AP,Total,,48462
2006,4,TO,Total,,75152.49
2006,4,MA,Total,,823687.19
2006,4,PI,Total,,128022
2006,4,CE,Total,,555420.33
2006,4,RN,Total,,296291.34
2006,4,PB,Total,,272794.66
2006,4,PE,Total,,736370.8
2006,4,AL,Total,,325870.57
2006,4,SE,Total,,223170.49
2006,4,BA,Total,,1494710.99
2006,4,MG,Total,,3808440.19
2006,4,ES,Total,,669347.03
2006,4,RJ,Total,,2816916.29
2006,4,SP,Total,,9199514.92
2006,4,PR,Total,,1799544.01
2006,4,SC,Total,,1334744.73
2006,4,RS,Total,,1928254.13
2006,4,MS,Total,,295096.35
2006,4,MT,Total,,369401.45
2006,4,GO,Total,,701304.11
2006,4,DF,Total,,375398.04
2006,5,RO,Total,,117740
2006,5,AC,Total,,38259.49
2006,5,AM,Total,,314094.47
2006,5,RR,Total,,31517
2006,5,PA,Total,,1127802.36
2006,5,AP,Total,,45702
2006,5,TO,Total,,78843.87
2006,5,MA,Total,,817066.35
2006,5,PI,Total,,127217
2006,5,CE,Total,,558304.35
2006,5,RN,Total,,296685.57
2006,5,PB,Total,,273337.55
2006,5,PE,Total,,730604.22
2006,5,AL,Total,,258974.26
2006,5,SE,Total,,222264.52
2006,5,BA,Total,,1509377.73
2006,5,MG,Total,,3740285.17
2006,5,ES,Total,,661887.01
2006,5,RJ,Total,,2646725.1
2006,5,SP,Total,,8836937.24
2006,5,PR,Total,,1733138.79
2006,5,SC,Total,,1242691.55
2006,5,RS,Total,,1831310.66
2006,5,MS,Total,,266609.66
2006,5,MT,Total,,338953.43
2006,5,GO,Total,,712578.91
2006,5,DF,Total,,366130.3
2006,6,RO,Total,,119680
2006,6,AC,Total,,38734.46
2006,6,AM,Total,,322463.08
2006,6,RR,Total,,30675.93
2006,6,PA,Total,,1121515.79
2006,6,AP,Total,,49104
2006,6,TO,Total,,79746.77
2006,6,MA,Total,,827200.64
2006,6,PI,Total,,133976
2006,6,CE,Total,,561211.95
2006,6,RN,Total,,304075.61
2006,6,PB,Total,,270753.85
2006,6,PE,Total,,697088.28
2006,6,AL,Total,,275229.16
2006,6,SE,Total,,217248.84
2006,6,BA,Total,,1482737.73
2006,6,MG,Total,,3848372.18
2006,6,ES,Total,,652583.13
2006,6,RJ,Total,,2480632.29
2006,6,SP,Total,,8988295.41
2006,6,PR,Total,,1749989.42
2006,6,SC,Total,,1290829.86
2006,6,RS,Total,,1838966.49
2006,6,MS,Total,,260415.08
2006,6,MT,Total,,353588.12
2006,6,GO,Total,,729131.21
2006,6,DF,Total,,344552.32
2006,7,RO,Total,,131681
2006,7,AC,Total,,43788.34
2006,7,AM,Total,,330310.03
2006,7,RR,Total,,28797.64
2006,7,PA,Total,,1148233.9
2006,7,AP,Total,,50442
2006,7,TO,Total,,79676.34
2006,7,MA,Total,,851831.53
2006,7,PI,Total,,141395
2006,7,CE,Total,,551525.96
